**** Lasso ****

Terrain cut 1


polynomial = 30 
lambda = 0.00025595479226995333


Parameters with uncertainties
0.487523  +/-  5e-06
0.42888  +/-  9e-06
0.389122  +/-  1e-05
0.350346  +/-  7e-06
0.30664  +/-  8e-06
0.257781  +/-  8e-06
0.205161  +/-  5e-06
0.150159  +/-  6e-06
0.09373  +/-  7e-06
0.036455  +/-  6e-06
-0.021261  +/-  6e-06
-0.078968  +/-  7e-06
-0.135935  +/-  6e-06
-0.19089  +/-  5e-06
-0.241715  +/-  8e-06
-0.285044  +/-  8e-06
-0.315654  +/-  7e-06
-0.325504  +/-  1e-05
-0.30213  +/-  9e-06
-0.226657  +/-  5e-06
-0.075423  +/-  1.2e-05
0.151476  +/-  1.3e-05
0.28445  +/-  1e-05
-0.022534  +/-  5e-06
0.379139  +/-  1.3e-05
-2.047937  +/-  1.4e-05
0.427441  +/-  1.2e-05
0.485206  +/-  1.2e-05
0.42296  +/-  1.2e-05
0.392025  +/-  1.3e-05
0.373528  +/-  1.2e-05
0.351239  +/-  1e-05
0.320598  +/-  1e-05
0.282377  +/-  1e-05
0.238677  +/-  1e-05
0.191364  +/-  9e-06
0.141704  +/-  9e-06
0.090434  +/-  8e-06
